date,forecast_origin_date,actual_target,pred_target,actual_var,pred_var,qlike,error_sq
2025-10-24,2025-10-23,-8.669774394718035,-7.8946196472104155,0.000171697835794,0.00037274364731651797,0.23578738596262427,4.0419418330747824e-08
2025-10-25,2025-10-24,-9.993902013953592,-7.711537630773023,4.5677623727131484e-05,0.00044763265394830864,1.3844072371143934,1.6156784632010747e-07
2025-10-26,2025-10-25,-8.31910319976975,-8.338356759292113,0.00024381441903809984,0.00023916502591876467,0.00018653694444026314,2.1616856378121215e-11
2025-10-27,2025-10-26,-8.467174516662666,-7.981091888062163,0.00021025814575759998,0.00034186593931322487,0.1011137272729623,1.732061132457998e-08
2025-10-28,2025-10-27,-7.694369711957503,-8.478599267133028,0.0004553839211923999,0.00020786966876437595,0.4064883346808388,6.126330515500354e-08
2025-10-29,2025-10-28,-7.621264697961562,-8.071865660653954,0.000489921835995,0.00031220027761741376,0.11865382083446074,3.158495231215781e-08
2025-10-30,2025-10-29,-6.655859669829701,-8.081250488156382,0.0012864617354441,0.00030928403747506293,1.734091287501787,9.548762534080665e-07
2025-10-31,2025-10-30,-7.398440483050095,-7.259509161499915,0.0006122067638696001,0.000703453232811186,0.009219136412135454,8.325918094307796e-09
2025-11-01,2025-10-31,-9.372666354856287,-7.8956407519246525,8.501640204481064e-05,0.0003723632312764007,0.7053415913867851,8.256820026944859e-08
2025-11-02,2025-11-01,-8.778370546336875,-8.075385703215318,0.00015402886372349993,0.0003111032512749823,0.19809028988793043,2.4672363224673276e-08
2025-11-03,2025-11-02,-6.971101612339869,-7.850962616387723,0.0009386183425483001,0.0003893769671410323,0.5307032580953641,3.0166608845926727e-07
2025-11-04,2025-11-03,-6.5387653714822465,-7.128872168691039,0.0014462730070905995,0.00080162297333761,0.21407418908561748,4.155736660177304e-07
2025-11-05,2025-11-04,-7.777360181440071,-7.132579364804168,0.00041911710867890007,0.0007986567014396804,0.16955842814987765,1.4405030247301902e-07
2025-11-06,2025-11-05,-7.347457097634149,-7.586649842452632,0.0006442284893654998,0.0005071773349499385,0.03103054385976667,1.8783018926638026e-08
2025-11-07,2025-11-06,-7.531266933077392,-7.23093159376454,0.0005360586758167998,0.0007238462183277081,0.04090521201076913,3.5264161122286185e-08
2025-11-08,2025-11-07,-8.956738985377013,-7.557774734329162,0.00012886580255170007,0.0005220356202780655,0.6458169041250554,1.545825055709834e-07
2025-11-09,2025-11-08,-8.129285624737053,-7.984428722322474,0.00029477870822340016,0.0003407270904661217,0.01000302656202745,2.111253830723249e-09
2025-11-10,2025-11-09,-7.21853135952027,-7.75370618615043,0.0007328779631366004,0.0004291490831862115,0.17257178422290043,9.225123251591774e-08
2025-11-11,2025-11-10,-7.976132102837437,-7.276985169120635,0.0003435657327686,0.0006912664768362745,0.19615611119071974,1.2089580742521447e-07
2025-11-12,2025-11-11,-7.307618564833392,-7.745288485515588,0.0006704116945348002,0.00043277677870279995,0.11142345173708801,5.647035322248185e-08
2025-11-13,2025-11-12,-6.933780989951759,-6.903861969306301,0.0009743100388308998,0.0010039008984512401,0.00044314636503983706,8.75618973070687e-10
2025-11-14,2025-11-13,-6.698894555944462,-7.2977692959811415,0.0012322733592876004,0.0006770473842591414,0.22119473505489706,3.08275883346303e-07
2025-11-15,2025-11-14,-8.093835893494195,-7.177156660150413,0.00030541596419000016,0.0007638366044816357,0.31652394150987084,2.101494834453931e-07
2025-11-16,2025-11-15,-7.796745273686276,-8.207830410566531,0.00041107072676509985,0.00027251131805777247,0.09736845267895755,1.919870974132419e-08
2025-11-17,2025-11-16,-6.910418534209255,-7.033889691175105,0.0009973402880908001,0.000881496354962058,0.007946198687308836,1.3419816842736485e-08
2025-11-18,2025-11-17,-7.106551579612265,-7.132672468299873,0.0008197168521339,0.000798582347170283,0.00034413698195434606,4.4666730005714933e-10
2025-11-19,2025-11-18,-6.730859445364998,-7.704604909652952,0.0011935067633693005,0.00045074674840395206,0.6740974825798853,5.516924398313247e-07
2025-11-20,2025-11-19,-6.471309823733442,-6.981208960740781,0.0015471978486691,0.0009291791827404631,0.15522402857368522,3.819470714362121e-07
2025-11-21,2025-11-20,-5.838503044943154,-6.819045684323811,0.0029132002932932993,0.0010927632659530132,0.6853596813405947,3.3139909705115376e-06
2025-11-22,2025-11-21,-7.906847163460113,-6.6990897641914025,0.0003682136699384001,0.0012320328328425192,0.506624223460552,7.46183546200373e-07
2025-11-23,2025-11-22,-7.438056273396586,-6.5160479589820515,0.0005884278295306001,0.0014795046266137613,0.3197278478136447,7.940178582999852e-07
2025-11-24,2025-11-23,-7.1474494206395205,-7.741039539676992,0.0007868684945583998,0.0004346195359111395,0.21688628272200017,1.2407932886807931e-07
2025-11-25,2025-11-24,-7.875077744467792,-7.621286474509448,0.0003800994060947,0.0004899111673048422,0.02964504483835162,1.2058622900073291e-08
2025-11-26,2025-11-25,-7.014428234090074,-7.767240872507032,0.0008988195792797002,0.0004233798156298235,0.3701498501144602,2.2604296885945063e-07
2025-11-27,2025-11-26,-8.587587699003254,-7.405963081193923,0.0001864052112034999,0.0006076186572816543,0.48840466528094373,1.774207671570343e-07
2025-11-28,2025-11-27,-7.481894273623621,-7.569720495726345,0.0005631895693491999,0.0005158366070011973,0.003972135217168438,2.242303043131349e-09
2025-11-29,2025-11-28,-9.022631609466307,-7.024265930757765,0.00012064820913620007,0.000890020616626274,1.133922421245432,5.919339014070722e-07
2025-11-30,2025-11-29,-8.547333769172399,-8.018451330988569,0.00019406182401629987,0.0003293296507143217,0.11814570272458735,1.8297384939606063e-08
2025-12-01,2025-11-30,-6.125369867391447,-7.559037699721216,0.002186682186157201,0.0005213767235257153,1.7603856573711574,2.7732422838702664e-06
2025-12-02,2025-12-01,-6.859623130051922,-6.792615235735624,0.0010493093112655999,0.0011220305593719788,0.0021957187318284443,5.288379926149525e-09
2025-12-03,2025-12-02,-7.65939939634174,-7.812408902400722,0.0004715905647740001,0.0004046820332088298,0.012326509728638246,4.476751596207392e-09
2025-12-04,2025-12-03,-7.668332349382324,-7.4519685150540225,0.0004673966284116002,0.0005802981614463663,0.021806068889963726,1.2746756161600385e-08
